timestamp,equity,gross_equity
2019-02-19T00:00:00+00:00,281519.6963468612696000000000,292461.6623424054000000000000
2019-02-20T00:00:00+00:00,281093.7071543664696000000000,292035.6731499106000000000000
2019-02-21T00:00:00+00:00,281037.4479684922840000000000,292039.2424061282000000000000
2019-02-22T00:00:00+00:00,281001.8820658644840000000000,292003.6765035004000000000000
2019-02-23T00:00:00+00:00,280933.0773096008840000000000,291934.8717472368000000000000
2019-02-24T00:00:00+00:00,281023.3796199116840000000000,292025.1740575476000000000000
2019-02-25T00:00:00+00:00,281006.2646797346840000000000,292008.0591173706000000000000
2019-02-26T00:00:00+00:00,280982.4148852800840000000000,291984.2093229160000000000000
2019-02-27T00:00:00+00:00,280928.7688320802840000000000,291930.5632697162000000000000
2019-02-28T00:00:00+00:00,280954.7381287052840000000000,291956.5325663412000000000000
2019-03-01T00:00:00+00:00,280919.8703971150840000000000,291921.6648347510000000000000
2019-03-02T00:00:00+00:00,280803.9537628212840000000000,291805.7482004572000000000000
2019-03-03T00:00:00+00:00,280766.8936835318840000000000,291768.6881211678000000000000
2019-03-04T00:00:00+00:00,280847.6598306568840000000000,291849.4542682928000000000000
2019-03-05T00:00:00+00:00,280864.5728009050840000000000,291866.3672385410000000000000
2019-03-06T00:00:00+00:00,280871.4759301750840000000000,291873.2703678110000000000000
2019-03-07T00:00:00+00:00,280823.8895283630840000000000,291825.6839659990000000000000
2019-03-08T00:00:00+00:00,280529.6911013040120000000000,291628.7249778884000000000000
2019-03-09T00:00:00+00:00,280916.0750324584120000000000,292015.1089090428000000000000
2019-03-10T00:00:00+00:00,280790.4602175224120000000000,291889.4940941068000000000000
2019-03-11T00:00:00+00:00,280519.3637150480120000000000,291618.3975916324000000000000
2019-03-12T00:00:00+00:00,280558.4547499780056000000000,291672.6236722780000000000000
2019-03-13T00:00:00+00:00,280402.2373762671096000000000,291547.6189621608000000000000
2019-03-14T00:00:00+00:00,280426.4777255873096000000000,291571.8593114810000000000000
2019-03-15T00:00:00+00:00,280863.6261794091096000000000,292009.0077653028000000000000
2019-03-16T00:00:00+00:00,281436.3107207219096000000000,292581.6923066156000000000000
2019-03-17T00:00:00+00:00,281216.5698098845096000000000,292361.9513957782000000000000
2019-03-18T00:00:00+00:00,281169.9801972815096000000000,292315.3617831752000000000000
2019-03-19T00:00:00+00:00,281345.5999207693096000000000,292490.9815066630000000000000
2019-03-20T00:00:00+00:00,281492.2127076149096000000000,292637.5942935086000000000000
2019-03-21T00:00:00+00:00,281032.5159218883096000000000,292177.8975077820000000000000
2019-03-22T00:00:00+00:00,281109.2713610620600000000000,292273.6717844452000000000000
2019-03-23T00:00:00+00:00,281127.1017016560308000000000,292337.0147052593000000000000
2019-03-24T00:00:00+00:00,280976.8642591297308000000000,292186.7772627330000000000000
2019-03-25T00:00:00+00:00,280509.2967170601308000000000,291719.2097206634000000000000
2019-03-26T00:00:00+00:00,280595.3026781940308000000000,291805.2156817973000000000000
2019-03-27T00:00:00+00:00,281375.3359017167608000000000,292603.9514948437000000000000
2019-03-28T00:00:00+00:00,281201.0066448019768000000000,292454.8888457491000000000000
2019-03-29T00:00:00+00:00,281955.1073034990548000000000,293259.8223262076000000000000
2019-03-30T00:00:00+00:00,281919.4244110615548000000000,293224.1394337701000000000000
2019-03-31T00:00:00+00:00,281824.4283566924188000000000,293141.4368976553000000000000
2019-04-01T00:00:00+00:00,282022.6398638232188000000000,293339.6484047861000000000000
2019-04-02T00:00:00+00:00,297105.3511116498188000000000,308618.8473537581000000000000
2019-04-03T00:00:00+00:00,296685.8607436045524000000000,308472.2204329325000000000000
2019-04-04T00:00:00+00:00,295706.4420983117524000000000,307492.8017876397000000000000
2019-04-05T00:00:00+00:00,297814.1458642637524000000000,309600.5055535917000000000000
2019-04-06T00:00:00+00:00,297813.2893681053524000000000,309599.6490574333000000000000
2019-04-07T00:00:00+00:00,300514.6681179565012000000000,312370.3510781217000000000000
2019-04-08T00:00:00+00:00,302284.1518957785012000000000,314139.8348559437000000000000
2019-04-09T00:00:00+00:00,300609.2670351781012000000000,312464.9499953433000000000000
2019-04-10T00:00:00+00:00,302055.7575076841012000000000,313911.4404678493000000000000
2019-04-11T00:00:00+00:00,296526.4874395061632000000000,308435.6743583146000000000000
2019-04-12T00:00:00+00:00,296698.4948841244632000000000,308607.6818029329000000000000
2019-04-13T00:00:00+00:00,296468.1344717636632000000000,308377.3213905721000000000000
2019-04-14T00:00:00+00:00,298417.3023084780632000000000,310326.4892272865000000000000
2019-04-15T00:00:00+00:00,295308.5380054853632000000000,307217.7249242938000000000000
2019-04-16T00:00:00+00:00,298308.6218366463632000000000,310217.8087554548000000000000
2019-04-17T00:00:00+00:00,298560.6104209655632000000000,310469.7973397740000000000000
2019-04-18T00:00:00+00:00,300864.1359492144632000000000,312773.3228680229000000000000
2019-04-19T00:00:00+00:00,300863.5600482860632000000000,312772.7469670945000000000000
2019-04-20T00:00:00+00:00,301101.6252629166632000000000,313010.8121817251000000000000
2019-04-21T00:00:00+00:00,299884.9669486662732000000000,311845.3137121565000000000000
2019-04-22T00:00:00+00:00,301300.4359408250732000000000,313260.7827043153000000000000
2019-04-23T00:00:00+00:00,302593.0721127507732000000000,314553.4188762410000000000000
2019-04-24T00:00:00+00:00,300520.3974884049732000000000,312480.7442518952000000000000
2019-04-25T00:00:00+00:00,293786.3774768656732000000000,305746.7242403559000000000000
2019-04-26T00:00:00+00:00,294389.6418123658732000000000,306349.9885758561000000000000
2019-04-27T00:00:00+00:00,295051.9972964886732000000000,307012.3440599789000000000000
2019-04-28T00:00:00+00:00,294409.9277828864692000000000,306411.9575733465000000000000
2019-04-29T00:00:00+00:00,294211.5114468387096000000000,306270.8965403627000000000000
2019-04-30T00:00:00+00:00,296221.2050042779096000000000,308280.5900978019000000000000
2019-05-01T00:00:00+00:00,296625.7767805951096000000000,308685.1618741191000000000000
2019-05-02T00:00:00+00:00,297433.4561026153096000000000,309492.8411961393000000000000
2019-05-03T00:00:00+00:00,300920.8925247510096000000000,312980.2776182750000000000000
2019-05-04T00:00:00+00:00,301055.8833332608816000000000,313267.2834590610000000000000
2019-05-05T00:00:00+00:00,299944.2504250821640000000000,312435.8475830175000000000000
2019-05-06T00:00:00+00:00,301627.0700836511640000000000,314118.6672415865000000000000
2019-05-07T00:00:00+00:00,301466.0961424622640000000000,313957.6933003976000000000000
2019-05-08T00:00:00+00:00,304714.4866746133640000000000,317206.0838325487000000000000
2019-05-09T00:00:00+00:00,307494.8394109094640000000000,319986.4365688448000000000000
2019-05-10T00:00:00+00:00,310411.7130734549640000000000,322903.3102313903000000000000
2019-05-11T00:00:00+00:00,326083.5751763981640000000000,338575.1723343335000000000000
2019-05-12T00:00:00+00:00,323053.3603203661444000000000,335771.0997165866000000000000
2019-05-13T00:00:00+00:00,331080.2320477549444000000000,343797.9714439754000000000000
2019-05-14T00:00:00+00:00,337868.1633085242444000000000,350585.9027047447000000000000
2019-05-15T00:00:00+00:00,347843.9072359038444000000000,360561.6466321243000000000000
2019-05-16T00:00:00+00:00,347853.8239732091844000000000,360688.4053076578000000000000
2019-05-17T00:00:00+00:00,341300.2853801651844000000000,354134.8667146138000000000000
2019-05-18T00:00:00+00:00,338994.1124239151844000000000,351828.6937583638000000000000
2019-05-19T00:00:00+00:00,349549.9689908921844000000000,362384.5503253408000000000000
2019-05-20T00:00:00+00:00,346822.2298134086844000000000,359656.8111478573000000000000
2019-05-21T00:00:00+00:00,346923.1784250640964000000000,359846.7733785353000000000000
2019-05-22T00:00:00+00:00,343855.9500278120964000000000,356779.5449812833000000000000
2019-05-23T00:00:00+00:00,345250.1709102910964000000000,358173.7658637623000000000000
2019-05-24T00:00:00+00:00,346377.1524746745964000000000,359300.7474281458000000000000
2019-05-25T00:00:00+00:00,346786.4395690303196000000000,359749.0307267785000000000000
2019-05-26T00:00:00+00:00,351416.6376313540196000000000,364379.2287891022000000000000
2019-05-27T00:00:00+00:00,351907.9214880822196000000000,364870.5126458304000000000000
2019-05-28T00:00:00+00:00,351508.9127581550404000000000,364558.9978114766000000000000
2019-05-29T00:00:00+00:00,350956.1757504658404000000000,364006.2608037874000000000000
2019-05-30T00:00:00+00:00,346638.0932222190404000000000,359688.1782755406000000000000
2019-05-31T00:00:00+00:00,350131.0002820011404000000000,363181.0853353227000000000000
2019-06-01T00:00:00+00:00,349691.8609960508404000000000,362741.9460493724000000000000
2019-06-02T00:00:00+00:00,351318.1870701253404000000000,364368.2721234469000000000000
2019-06-03T00:00:00+00:00,344945.0980401850404000000000,357995.1830935066000000000000
2019-06-04T00:00:00+00:00,341309.1027330592404000000000,354359.1877863808000000000000
2019-06-05T00:00:00+00:00,342774.3801994491404000000000,355824.4652527707000000000000
2019-06-06T00:00:00+00:00,343338.9739670511404000000000,356389.0590203727000000000000
2019-06-07T00:00:00+00:00,344317.6366295427844000000000,357408.3758210116000000000000
